id,name,categories,reviews.text,reviews.title,reviews.rating,reviews.id,combined_reviews,tokenized_reviews,cleaned_reviews,lemmatized_reviews,lemmatized_reviews_str,sentiment
AVqVGZNvQMlgsOJE6eUY,"All-New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers","Computers,Electronics Features,EBook Readers,Tablets,Electronics,Amazon Ereaders,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Amazon Book Reader,Computers & Tablets,Amazon,Tablets & eBook Readers",I bought some to my friend as gifts.The product are all very good.,Very good,5.0,185116510.0,Very good I bought some to my friend as gifts.The product are all very good.,"['Very', 'good', 'I', 'bought', 'some', 'to', 'my', 'friend', 'as', 'gifts.The', 'product', 'are', 'all', 'very', 'good', '.']","['good', 'bought', 'friend', 'giftsthe', 'product', 'good']","['good', 'bought', 'friend', 'giftsthe', 'product', 'good']",good bought friend giftsthe product good,positive
AVqVGZNvQMlgsOJE6eUY,"All-New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers","Computers,Electronics Features,EBook Readers,Tablets,Electronics,Amazon Ereaders,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Amazon Book Reader,Computers & Tablets,Amazon,Tablets & eBook Readers","Very light and easy to read on. Could have more pixles like the Paperwhite, but looks still pretty much like a book. Battery lasts forever, but without a sale its a little bit overpriced.",Very good E-Reader,5.0,198609149.0,"Very good E-Reader Very light and easy to read on. Could have more pixles like the Paperwhite, but looks still pretty much like a book. Battery lasts forever, but without a sale its a little bit overpriced.","['Very', 'good', 'E-Reader', 'Very', 'light', 'and', 'easy', 'to', 'read', 'on', '.', 'Could', 'have', 'more', 'pixles', 'like', 'the', 'Paperwhite', ',', 'but', 'looks', 'still', 'pretty', 'much', 'like', 'a', 'book', '.', 'Battery', 'lasts', 'forever', ',', 'but', 'without', 'a', 'sale', 'its', 'a', 'little', 'bit', 'overpriced', '.']","['good', 'ereader', 'light', 'easy', 'read', 'could', 'pixles', 'like', 'paperwhite', 'looks', 'still', 'pretty', 'much', 'like', 'book', 'battery', 'lasts', 'forever', 'without', 'sale', 'little', 'bit', 'overpriced']","['good', 'ereader', 'light', 'easy', 'read', 'could', 'pixles', 'like', 'paperwhite', 'look', 'still', 'pretty', 'much', 'like', 'book', 'battery', 'last', 'forever', 'without', 'sale', 'little', 'bit', 'overpriced']",good ereader light easy read could pixles like paperwhite look still pretty much like book battery last forever without sale little bit overpriced,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers","You may be locked into Fire OS, but for 90 of what you do on a tablet it is not a problem.",Best Tablet for Under 100,5.0,199361088.0,"Best Tablet for Under 100 You may be locked into Fire OS, but for 90 of what you do on a tablet it is not a problem.","['Best', 'Tablet', 'for', 'Under', '100', 'You', 'may', 'be', 'locked', 'into', 'Fire', 'OS', ',', 'but', 'for', '90', 'of', 'what', 'you', 'do', 'on', 'a', 'tablet', 'it', 'is', 'not', 'a', 'problem', '.']","['best', 'tablet', '100', 'may', 'locked', 'fire', 'os', '90', 'tablet', 'problem']","['best', 'tablet', '100', 'may', 'locked', 'fire', 'o', '90', 'tablet', 'problem']",best tablet 100 may locked fire o 90 tablet problem,neutral
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers","I bought this for my MIL, who loves Kindle and podcasts, but finds it harder to get to her desktop to get online. This tablet has me thinking seriously why I paid nearly 1,000 for an ipad (my 4th). The screen is gorgeous and the setup is easy. Ok, I'll confess, I bought it because of the yellow body--our favorite color and easy to find in a pile of books!","Bought it for the color, love it for the value",5.0,197771038.0,"Bought it for the color, love it for the value I bought this for my MIL, who loves Kindle and podcasts, but finds it harder to get to her desktop to get online. This tablet has me thinking seriously why I paid nearly 1,000 for an ipad (my 4th). The screen is gorgeous and the setup is easy. Ok, I'll confess, I bought it because of the yellow body--our favorite color and easy to find in a pile of books!","['Bought', 'it', 'for', 'the', 'color', ',', 'love', 'it', 'for', 'the', 'value', 'I', 'bought', 'this', 'for', 'my', 'MIL', ',', 'who', 'loves', 'Kindle', 'and', 'podcasts', ',', 'but', 'finds', 'it', 'harder', 'to', 'get', 'to', 'her', 'desktop', 'to', 'get', 'online', '.', 'This', 'tablet', 'has', 'me', 'thinking', 'seriously', 'why', 'I', 'paid', 'nearly', '1,000', 'for', 'an', 'ipad', '(', 'my', '4th', ')', '.', 'The', 'screen', 'is', 'gorgeous', 'and', 'the', 'setup', 'is', 'easy', '.', 'Ok', ',', 'I', ""'ll"", 'confess', ',', 'I', 'bought', 'it', 'because', 'of', 'the', 'yellow', 'body', '--', 'our', 'favorite', 'color', 'and', 'easy', 'to', 'find', 'in', 'a', 'pile', 'of', 'books', '!']","['bought', 'color', 'love', 'value', 'bought', 'mil', 'loves', 'kindle', 'podcasts', 'finds', 'harder', 'get', 'desktop', 'get', 'online', 'tablet', 'thinking', 'seriously', 'paid', 'nearly', '1000', 'ipad', '4th', 'screen', 'gorgeous', 'setup', 'easy', 'ok', 'confess', 'bought', 'yellow', 'body', 'favorite', 'color', 'easy', 'find', 'pile', 'books']","['bought', 'color', 'love', 'value', 'bought', 'mil', 'love', 'kindle', 'podcasts', 'find', 'harder', 'get', 'desktop', 'get', 'online', 'tablet', 'thinking', 'seriously', 'paid', 'nearly', '1000', 'ipad', '4th', 'screen', 'gorgeous', 'setup', 'easy', 'ok', 'confess', 'bought', 'yellow', 'body', 'favorite', 'color', 'easy', 'find', 'pile', 'book']",bought color love value bought mil love kindle podcasts find harder get desktop get online tablet thinking seriously paid nearly 1000 ipad 4th screen gorgeous setup easy ok confess bought yellow body favorite color easy find pile book,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",My grandchildren have mastered the Kindles. They are ages 5-10 and can do anything with them. I have some avid readers and the four have discovered how to play games against each other with each having a kindle. I love this kindle. It was easy to download everything and link to internet.,Easy to download and begin,5.0,177538928.0,Easy to download and begin My grandchildren have mastered the Kindles. They are ages 5-10 and can do anything with them. I have some avid readers and the four have discovered how to play games against each other with each having a kindle. I love this kindle. It was easy to download everything and link to internet.,"['Easy', 'to', 'download', 'and', 'begin', 'My', 'grandchildren', 'have', 'mastered', 'the', 'Kindles', '.', 'They', 'are', 'ages', '5-10', 'and', 'can', 'do', 'anything', 'with', 'them', '.', 'I', 'have', 'some', 'avid', 'readers', 'and', 'the', 'four', 'have', 'discovered', 'how', 'to', 'play', 'games', 'against', 'each', 'other', 'with', 'each', 'having', 'a', 'kindle', '.', 'I', 'love', 'this', 'kindle', '.', 'It', 'was', 'easy', 'to', 'download', 'everything', 'and', 'link', 'to', 'internet', '.']","['easy', 'download', 'begin', 'grandchildren', 'mastered', 'kindles', 'ages', '510', 'anything', 'avid', 'readers', 'four', 'discovered', 'play', 'games', 'kindle', 'love', 'kindle', 'easy', 'download', 'everything', 'link', 'internet']","['easy', 'download', 'begin', 'grandchild', 'mastered', 'kindles', 'age', '510', 'anything', 'avid', 'reader', 'four', 'discovered', 'play', 'game', 'kindle', 'love', 'kindle', 'easy', 'download', 'everything', 'link', 'internet']",easy download begin grandchild mastered kindles age 510 anything avid reader four discovered play game kindle love kindle easy download everything link internet,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",Great value for the price..,Exceptional,5.0,188507767.0,Exceptional Great value for the price..,"['Exceptional', 'Great', 'value', 'for', 'the', 'price', '..']","['exceptional', 'great', 'value', 'price']","['exceptional', 'great', 'value', 'price']",exceptional great value price,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers","Unbelievable price. Purchased two, one for myself and gift for grandchild. Shipped and arrived with 3 days!",Fire HD 8,5.0,185511553.0,"Fire HD 8 Unbelievable price. Purchased two, one for myself and gift for grandchild. Shipped and arrived with 3 days!","['Fire', 'HD', '8', 'Unbelievable', 'price', '.', 'Purchased', 'two', ',', 'one', 'for', 'myself', 'and', 'gift', 'for', 'grandchild', '.', 'Shipped', 'and', 'arrived', 'with', '3', 'days', '!']","['fire', 'hd', '8', 'unbelievable', 'price', 'purchased', 'two', 'one', 'gift', 'grandchild', 'shipped', 'arrived', '3', 'days']","['fire', 'hd', '8', 'unbelievable', 'price', 'purchased', 'two', 'one', 'gift', 'grandchild', 'shipped', 'arrived', '3', 'day']",fire hd 8 unbelievable price purchased two one gift grandchild shipped arrived 3 day,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",It is a great tablet. Especially one to carry around in a backpack because it is also tough. It was a great price on it also.,Fire HD 8 tablet,5.0,187916576.0,Fire HD 8 tablet It is a great tablet. Especially one to carry around in a backpack because it is also tough. It was a great price on it also.,"['Fire', 'HD', '8', 'tablet', 'It', 'is', 'a', 'great', 'tablet', '.', 'Especially', 'one', 'to', 'carry', 'around', 'in', 'a', 'backpack', 'because', 'it', 'is', 'also', 'tough', '.', 'It', 'was', 'a', 'great', 'price', 'on', 'it', 'also', '.']","['fire', 'hd', '8', 'tablet', 'great', 'tablet', 'especially', 'one', 'carry', 'around', 'backpack', 'also', 'tough', 'great', 'price', 'also']","['fire', 'hd', '8', 'tablet', 'great', 'tablet', 'especially', 'one', 'carry', 'around', 'backpack', 'also', 'tough', 'great', 'price', 'also']",fire hd 8 tablet great tablet especially one carry around backpack also tough great price also,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers","Excellent for the price point. Light weight, good display, connectivity is good, runs pretty smooth, and it's better than getting an iPad and spending hundreds of dollars. This is worth the price and this will be my tablet of preference from now on.",FIRE IS A GREAT BUY!,5.0,162984194.0,"FIRE IS A GREAT BUY! Excellent for the price point. Light weight, good display, connectivity is good, runs pretty smooth, and it's better than getting an iPad and spending hundreds of dollars. This is worth the price and this will be my tablet of preference from now on.","['FIRE', 'IS', 'A', 'GREAT', 'BUY', '!', 'Excellent', 'for', 'the', 'price', 'point', '.', 'Light', 'weight', ',', 'good', 'display', ',', 'connectivity', 'is', 'good', ',', 'runs', 'pretty', 'smooth', ',', 'and', 'it', ""'s"", 'better', 'than', 'getting', 'an', 'iPad', 'and', 'spending', 'hundreds', 'of', 'dollars', '.', 'This', 'is', 'worth', 'the', 'price', 'and', 'this', 'will', 'be', 'my', 'tablet', 'of', 'preference', 'from', 'now', 'on', '.']","['fire', 'great', 'buy', 'excellent', 'price', 'point', 'light', 'weight', 'good', 'display', 'connectivity', 'good', 'runs', 'pretty', 'smooth', 'better', 'getting', 'ipad', 'spending', 'hundreds', 'dollars', 'worth', 'price', 'tablet', 'preference']","['fire', 'great', 'buy', 'excellent', 'price', 'point', 'light', 'weight', 'good', 'display', 'connectivity', 'good', 'run', 'pretty', 'smooth', 'better', 'getting', 'ipad', 'spending', 'hundred', 'dollar', 'worth', 'price', 'tablet', 'preference']",fire great buy excellent price point light weight good display connectivity good run pretty smooth better getting ipad spending hundred dollar worth price tablet preference,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",It was ready when Target said it would be and the product is outstanding.,Good,5.0,196779034.0,Good It was ready when Target said it would be and the product is outstanding.,"['Good', 'It', 'was', 'ready', 'when', 'Target', 'said', 'it', 'would', 'be', 'and', 'the', 'product', 'is', 'outstanding', '.']","['good', 'ready', 'target', 'said', 'would', 'product', 'outstanding']","['good', 'ready', 'target', 'said', 'would', 'product', 'outstanding']",good ready target said would product outstanding,positive
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)","Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,Amazon,Tablets & eBook Readers,Tablets & E-Readers",Love it! Brought it for a gift for myself.. I'm really enjoying it! Great price too!,Kindle FIRE!,5.0,187836834.0,Kindle FIRE! Love it! Brought it for a gift for myself.. I'm really enjoying it! Great price too!,"['Kindle', 'FIRE', '!', 'Love', 'it', '!', 'Brought', 'it', 'for', 'a', 'gift', 'for', 'myself', '..', 'I', ""'m"", 'really', 'enjoying', 'it', '!', 'Great', 'price', 'too', '!']","['kindle', 'fire', 'love', 'brought', 'gift', 'really', 'enjoying', 'great', 'price']","['kindle', 'fire', 'love', 'brought', 'gift', 'really', 'enjoying', 'great', 'price']",kindle fire love brought gift really enjoying great price,positive
AVwjfXp4QMlgsOJE8qmk,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case","Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers","I love this tablet and so do my children! I have been wanting to get one for a couple years but never had any wifi to use it with all the features, and trust me i bought every other kids tablet there was along the way. My daughter will be 6 this year and this is easily her 10th tablet i got all the ones for kids with the pre loaded apps and learning games. From nabi to samsung kids tablets and everything in between. These are by far the best. Very easy to use and my daughter loves all the games on them she plays for hours and the battery lasts a long time too, all the other tablets battery would die after an hour! This one just keeps going! Even my 2 year old son cant get enough of the books and learning games. I also like that it comes with a free year of free time for kids and if it breaks for any reason within 2 years they will replace it. All the other tablets broke after only a year or less, just stop working or glitch out. Trust me this tablet us worth it! Give it a try! You wont be sorry.",Amazon fire 8 kids tablet,5.0,201389264.0,"Amazon fire 8 kids tablet I love this tablet and so do my children! I have been wanting to get one for a couple years but never had any wifi to use it with all the features, and trust me i bought every other kids tablet there was along the way. My daughter will be 6 this year and this is easily her 10th tablet i got all the ones for kids with the pre loaded apps and learning games. From nabi to samsung kids tablets and everything in between. These are by far the best. Very easy to use and my daughter loves all the games on them she plays for hours and the battery lasts a long time too, all the other tablets battery would die after an hour! This one just keeps going! Even my 2 year old son cant get enough of the books and learning games. I also like that it comes with a free year of free time for kids and if it breaks for any reason within 2 years they will replace it. All the other tablets broke after only a year or less, just stop working or glitch out. Trust me this tablet us worth it! Give it a try! You wont be sorry.","['Amazon', 'fire', '8', 'kids', 'tablet', 'I', 'love', 'this', 'tablet', 'and', 'so', 'do', 'my', 'children', '!', 'I', 'have', 'been', 'wanting', 'to', 'get', 'one', 'for', 'a', 'couple', 'years', 'but', 'never', 'had', 'any', 'wifi', 'to', 'use', 'it', 'with', 'all', 'the', 'features', ',', 'and', 'trust', 'me', 'i', 'bought', 'every', 'other', 'kids', 'tablet', 'there', 'was', 'along', 'the', 'way', '.', 'My', 'daughter', 'will', 'be', '6', 'this', 'year', 'and', 'this', 'is', 'easily', 'her', '10th', 'tablet', 'i', 'got', 'all', 'the', 'ones', 'for', 'kids', 'with', 'the', 'pre', 'loaded', 'apps', 'and', 'learning', 'games', '.', 'From', 'nabi', 'to', 'samsung', 'kids', 'tablets', 'and', 'everything', 'in', 'between', '.', 'These', 'are', 'by', 'far', 'the', 'best', '.', 'Very', 'easy', 'to', 'use', 'and', 'my', 'daughter', 'loves', 'all', 'the', 'games', 'on', 'them', 'she', 'plays', 'for', 'hours', 'and', 'the', 'battery', 'lasts', 'a', 'long', 'time', 'too', ',', 'all', 'the', 'other', 'tablets', 'battery', 'would', 'die', 'after', 'an', 'hour', '!', 'This', 'one', 'just', 'keeps', 'going', '!', 'Even', 'my', '2', 'year', 'old', 'son', 'cant', 'get', 'enough', 'of', 'the', 'books', 'and', 'learning', 'games', '.', 'I', 'also', 'like', 'that', 'it', 'comes', 'with', 'a', 'free', 'year', 'of', 'free', 'time', 'for', 'kids', 'and', 'if', 'it', 'breaks', 'for', 'any', 'reason', 'within', '2', 'years', 'they', 'will', 'replace', 'it', '.', 'All', 'the', 'other', 'tablets', 'broke', 'after', 'only', 'a', 'year', 'or', 'less', ',', 'just', 'stop', 'working', 'or', 'glitch', 'out', '.', 'Trust', 'me', 'this', 'tablet', 'us', 'worth', 'it', '!', 'Give', 'it', 'a', 'try', '!', 'You', 'wont', 'be', 'sorry', '.']","['amazon', 'fire', '8', 'kids', 'tablet', 'love', 'tablet', 'children', 'wanting', 'get', 'one', 'couple', 'years', 'never', 'wifi', 'use', 'features', 'trust', 'bought', 'every', 'kids', 'tablet', 'along', 'way', 'daughter', '6', 'year', 'easily', '10th', 'tablet', 'got', 'ones', 'kids', 'pre', 'loaded', 'apps', 'learning', 'games', 'nabi', 'samsung', 'kids', 'tablets', 'everything', 'far', 'best', 'easy', 'use', 'daughter', 'loves', 'games', 'plays', 'hours', 'battery', 'lasts', 'long', 'time', 'tablets', 'battery', 'would', 'die', 'hour', 'one', 'keeps', 'going', 'even', '2', 'year', 'old', 'son', 'cant', 'get', 'enough', 'books', 'learning', 'games', 'also', 'like', 'comes', 'free', 'year', 'free', 'time', 'kids', 'breaks', 'reason', 'within', '2', 'years', 'replace', 'tablets', 'broke', 'year', 'less', 'stop', 'working', 'glitch', 'trust', 'tablet', 'us', 'worth', 'give', 'try', 'wont', 'sorry']","['amazon', 'fire', '8', 'kid', 'tablet', 'love', 'tablet', 'child', 'wanting', 'get', 'one', 'couple', 'year', 'never', 'wifi', 'use', 'feature', 'trust', 'bought', 'every', 'kid', 'tablet', 'along', 'way', 'daughter', '6', 'year', 'easily', '10th', 'tablet', 'got', 'one', 'kid', 'pre', 'loaded', 'apps', 'learning', 'game', 'nabi', 'samsung', 'kid', 'tablet', 'everything', 'far', 'best', 'easy', 'use', 'daughter', 'love', 'game', 'play', 'hour', 'battery', 'last', 'long', 'time', 'tablet', 'battery', 'would', 'die', 'hour', 'one', 'keep', 'going', 'even', '2', 'year', 'old', 'son', 'cant', 'get', 'enough', 'book', 'learning', 'game', 'also', 'like', 'come', 'free', 'year', 'free', 'time', 'kid', 'break', 'reason', 'within', '2', 'year', 'replace', 'tablet', 'broke', 'year', 'less', 'stop', 'working', 'glitch', 'trust', 'tablet', 'u', 'worth', 'give', 'try', 'wont', 'sorry']",amazon fire 8 kid tablet love tablet child wanting get one couple year never wifi use feature trust bought every kid tablet along way daughter 6 year easily 10th tablet got one kid pre loaded apps learning game nabi samsung kid tablet everything far best easy use daughter love game play hour battery last long time tablet battery would die hour one keep going even 2 year old son cant get enough book learning game also like come free year free time kid break reason within 2 year replace tablet broke year less stop working glitch trust tablet u worth give try wont sorry,positive
